Date,Open,High,Low,Close,Adj Close,Volume,Company
2022-12-01,148.210007,149.130005,146.610001,148.309998,147.879349,71250400,AAPL
2022-12-02,145.960007,148,145.649994,147.809998,147.380798,65447400,AAPL
2022-12-05,147.770004,150.919998,145.770004,146.630005,146.204239,68826400,AAPL
2022-12-06,147.070007,147.300003,141.919998,142.910004,142.495041,64727200,AAPL
2022-12-07,142.190002,143.369995,140,140.940002,140.530762,69721100,AAPL
2022-12-08,142.360001,143.520004,141.100006,142.649994,142.235794,62128300,AAPL
2022-12-09,142.339996,145.570007,140.899994,142.160004,141.747223,76097000,AAPL
2022-12-12,142.699997,144.5,141.059998,144.490005,144.07045,70462700,AAPL
2022-12-13,149.5,149.970001,144.240005,145.470001,145.047607,93886200,AAPL
2022-12-14,145.350006,146.660004,141.160004,143.210007,142.794174,82291200,AAPL
2022-12-15,141.110001,141.800003,136.029999,136.5,136.103638,98931900,AAPL
2022-12-16,136.690002,137.649994,133.729996,134.509995,134.119415,160156900,AAPL
2022-12-19,135.110001,135.199997,131.320007,132.369995,131.985641,79592600,AAPL
2022-12-20,131.389999,133.25,129.889999,132.300003,131.915848,77432800,AAPL
2022-12-21,132.979996,136.809998,132.75,135.449997,135.056686,85928000,AAPL
2022-12-22,134.350006,134.559998,130.300003,132.229996,131.846039,77852100,AAPL
2022-12-23,130.919998,132.419998,129.639999,131.860001,131.477127,63814900,AAPL
2022-12-27,131.380005,131.410004,128.720001,130.029999,129.652435,69007800,AAPL
2022-12-28,129.669998,131.029999,125.870003,126.040001,125.674026,85438400,AAPL
2022-12-29,127.989998,130.479996,127.730003,129.610001,129.233658,75703700,AAPL
2022-12-30,128.410004,129.949997,127.43,129.929993,129.552719,77034200,AAPL
2023-01-03,130.279999,130.899994,124.169998,125.07,124.706833,112117500,AAPL
2023-01-04,126.889999,128.660004,125.080002,126.360001,125.993095,89113600,AAPL
2023-01-05,127.129997,127.769997,124.760002,125.019997,124.656975,80962700,AAPL
2023-01-06,126.010002,130.289993,124.889999,129.619995,129.243622,87754700,AAPL
2023-01-09,130.470001,133.410004,129.889999,130.149994,129.772079,70790800,AAPL
2023-01-10,130.259995,131.259995,128.119995,130.729996,130.350403,63896200,AAPL
2023-01-11,131.25,133.509995,130.460007,133.490005,133.102386,69458900,AAPL
2023-01-12,133.880005,134.259995,131.440002,133.410004,133.022629,71379600,AAPL
2023-01-13,132.029999,134.919998,131.660004,134.759995,134.368698,57809700,AAPL
2023-01-17,134.830002,137.289993,134.130005,135.940002,135.545273,63646600,AAPL
2023-01-18,136.820007,138.610001,135.029999,135.210007,134.817398,69672800,AAPL
2023-01-19,134.080002,136.25,133.770004,135.270004,134.877228,58280400,AAPL
2023-01-20,135.279999,138.020004,134.220001,137.869995,137.469666,80223600,AAPL
2023-01-23,138.119995,143.320007,137.899994,141.110001,140.700272,81760300,AAPL
2023-01-24,140.309998,143.160004,140.300003,142.529999,142.116135,66435100,AAPL
2023-01-25,140.889999,142.429993,138.809998,141.860001,141.44809,65799300,AAPL
2023-01-26,143.169998,144.25,141.899994,143.960007,143.541992,54105100,AAPL
2023-01-27,143.160004,147.229996,143.080002,145.929993,145.506256,70555800,AAPL
2023-01-30,144.960007,145.550003,142.850006,143,142.584778,64015300,AAPL
2023-01-31,142.699997,144.339996,142.279999,144.289993,143.871017,65874500,AAPL
2023-02-01,143.970001,146.610001,141.320007,145.429993,145.007706,77663600,AAPL
2023-02-02,148.899994,151.179993,148.169998,150.820007,150.38208,118339000,AAPL
2023-02-03,148.029999,157.380005,147.830002,154.5,154.051376,154357300,AAPL
2023-02-06,152.570007,153.100006,150.779999,151.729996,151.289429,69858300,AAPL
2023-02-07,150.639999,155.229996,150.639999,154.649994,154.200943,83322600,AAPL
2023-02-08,153.880005,154.580002,151.169998,151.919998,151.478882,64120100,AAPL
2023-02-09,153.779999,154.330002,150.419998,150.869995,150.431931,56007100,AAPL
2023-02-10,149.460007,151.339996,149.220001,151.009995,150.801407,57450700,AAPL
2023-02-13,150.949997,154.259995,150.919998,153.850006,153.637497,62199000,AAPL
2023-02-14,152.119995,153.770004,150.860001,153.199997,152.988388,61707600,AAPL
2023-02-15,153.110001,155.5,152.880005,155.330002,155.115448,65573800,AAPL
2023-02-16,153.509995,156.330002,153.350006,153.710007,153.497696,68167900,AAPL
2023-02-17,152.350006,153,150.850006,152.550003,152.339294,59144100,AAPL
2023-02-21,150.199997,151.300003,148.410004,148.479996,148.274902,58867200,AAPL
2023-02-22,148.869995,149.949997,147.160004,148.910004,148.704315,51011300,AAPL
2023-02-23,150.089996,150.339996,147.240005,149.399994,149.193634,48394200,AAPL
2023-02-24,147.110001,147.190002,145.720001,146.710007,146.507355,55469600,AAPL
2023-02-27,147.710007,149.169998,147.449997,147.919998,147.715683,44998500,AAPL
2023-02-28,147.050003,149.080002,146.830002,147.410004,147.20639,50547000,AAPL
2023-03-01,146.830002,147.229996,145.009995,145.309998,145.109283,55479000,AAPL
2023-03-02,144.380005,146.710007,143.899994,145.910004,145.708466,52238100,AAPL
2023-03-03,148.039993,151.110001,147.330002,151.029999,150.821381,70732300,AAPL
2023-03-06,153.789993,156.300003,153.460007,153.830002,153.617523,87558000,AAPL
2023-03-07,153.699997,154.029999,151.130005,151.600006,151.39061,56182000,AAPL
2023-03-08,152.809998,153.470001,151.830002,152.869995,152.658844,47204800,AAPL
2023-03-09,153.559998,154.539993,150.229996,150.589996,150.381989,53833600,AAPL
2023-03-10,150.210007,150.940002,147.610001,148.5,148.294876,68572400,AAPL
2023-03-13,147.809998,153.139999,147.699997,150.470001,150.262161,84457100,AAPL
2023-03-14,151.279999,153.399994,150.100006,152.589996,152.379227,73695900,AAPL
2023-03-15,151.190002,153.25,149.919998,152.990005,152.778687,77167900,AAPL
2023-03-16,152.160004,156.460007,151.639999,155.850006,155.634735,76161100,AAPL
2023-03-17,156.080002,156.740005,154.279999,155,154.785904,98944600,AAPL
2023-03-20,155.070007,157.820007,154.149994,157.399994,157.182587,73641400,AAPL
2023-03-21,157.320007,159.399994,156.539993,159.279999,159.059982,73938300,AAPL
2023-03-22,159.300003,162.139999,157.809998,157.830002,157.612,75701800,AAPL
2023-03-23,158.830002,161.550003,157.679993,158.929993,158.710464,67622100,AAPL
2023-03-24,158.860001,160.339996,157.850006,160.25,160.028656,59196500,AAPL
2023-03-27,159.940002,160.770004,157.869995,158.279999,158.061371,52390300,AAPL
2023-03-28,157.970001,158.490005,155.979996,157.649994,157.432236,45992200,AAPL
2023-03-29,159.369995,161.050003,159.350006,160.770004,160.547943,51305700,AAPL
2023-03-30,161.529999,162.470001,161.270004,162.360001,162.135742,49501700,AAPL
2023-03-31,162.440002,165,161.910004,164.899994,164.672226,68749800,AAPL
2023-04-03,164.270004,166.289993,164.220001,166.169998,165.940475,56976200,AAPL
2023-04-04,166.600006,166.839996,165.110001,165.630005,165.40123,46278300,AAPL
2023-04-05,164.740005,165.050003,161.800003,163.759995,163.533798,51511700,AAPL
2023-04-06,162.429993,164.960007,162,164.660004,164.432556,45390100,AAPL
2023-04-10,161.419998,162.029999,160.080002,162.029999,161.806183,47716900,AAPL
2023-04-11,162.350006,162.360001,160.509995,160.800003,160.577896,47644200,AAPL
2023-04-12,161.220001,162.059998,159.779999,160.100006,159.87886,50133100,AAPL
2023-04-13,161.630005,165.800003,161.419998,165.559998,165.331314,68445600,AAPL
2023-04-14,164.589996,166.320007,163.820007,165.210007,164.981812,49386500,AAPL
2023-04-17,165.089996,165.389999,164.029999,165.229996,165.00177,41516200,AAPL
2023-04-18,166.100006,167.410004,165.649994,166.470001,166.240067,49923000,AAPL
2023-04-19,165.800003,168.160004,165.539993,167.630005,167.398468,47720200,AAPL
2023-04-20,166.089996,167.869995,165.559998,166.649994,166.4198,52456400,AAPL
2023-04-21,165.050003,166.449997,164.490005,165.020004,164.792068,58337300,AAPL
2023-04-24,165,165.600006,163.889999,165.330002,165.101639,41949600,AAPL
2023-04-25,165.190002,166.309998,163.729996,163.770004,163.543793,48714100,AAPL
2023-04-26,163.059998,165.279999,162.800003,163.759995,163.533798,45498800,AAPL
2023-04-27,165.190002,168.559998,165.190002,168.410004,168.177383,64902300,AAPL
2023-04-28,168.490005,169.850006,167.880005,169.679993,169.445618,55209200,AAPL
2023-05-01,169.279999,170.449997,168.639999,169.589996,169.355743,52472900,AAPL
2023-05-02,170.089996,170.350006,167.539993,168.539993,168.30719,48425700,AAPL
2023-05-03,169.5,170.919998,167.160004,167.449997,167.218704,65136000,AAPL
2023-05-04,164.889999,167.039993,164.309998,165.789993,165.560989,81235400,AAPL
2023-05-05,170.979996,174.300003,170.759995,173.570007,173.330261,113316400,AAPL
2023-05-08,172.479996,173.850006,172.110001,173.5,173.260345,55962800,AAPL
2023-05-09,173.050003,173.539993,171.600006,171.770004,171.532745,45326900,AAPL
2023-05-10,173.020004,174.029999,171.899994,173.559998,173.320267,53724500,AAPL
2023-05-11,173.850006,174.589996,172.169998,173.75,173.51001,49514700,AAPL
2023-05-12,173.619995,174.059998,171,172.570007,172.570007,45497800,AAPL
2023-05-15,173.160004,173.210007,171.470001,172.070007,172.070007,37266700,AAPL
2023-05-16,171.990005,173.139999,171.800003,172.070007,172.070007,42110300,AAPL
2023-05-17,171.710007,172.929993,170.419998,172.690002,172.690002,57951600,AAPL
2023-05-18,173,175.240005,172.580002,175.050003,175.050003,65496700,AAPL
2023-05-19,176.389999,176.389999,174.940002,175.160004,175.160004,55772400,AAPL
2023-05-22,173.979996,174.710007,173.449997,174.199997,174.199997,43570900,AAPL
2023-05-23,173.130005,173.380005,171.279999,171.559998,171.559998,50747300,AAPL
2023-05-24,171.089996,172.419998,170.520004,171.839996,171.839996,45143500,AAPL
2023-05-25,172.410004,173.899994,171.690002,172.990005,172.990005,56058300,AAPL
2023-05-26,173.320007,175.770004,173.110001,175.429993,175.429993,54835000,AAPL
2023-05-30,176.960007,178.990005,176.570007,177.300003,177.300003,55964400,AAPL
2023-05-31,177.330002,179.350006,176.759995,177.25,177.25,99625300,AAPL
2023-06-01,177.699997,180.119995,176.929993,180.089996,180.089996,68901800,AAPL
2023-06-02,181.029999,181.779999,179.259995,180.949997,180.949997,61945900,AAPL
2023-06-05,182.630005,184.949997,178.039993,179.580002,179.580002,121946500,AAPL
2023-06-06,179.970001,180.119995,177.429993,179.210007,179.210007,64848400,AAPL
2023-06-07,178.440002,181.210007,177.320007,177.820007,177.820007,61944600,AAPL
2023-06-08,177.899994,180.839996,177.460007,180.570007,180.570007,50214900,AAPL
2023-06-09,181.5,182.229996,180.630005,180.960007,180.960007,48870700,AAPL
2023-06-12,181.270004,183.889999,180.970001,183.789993,183.789993,54274900,AAPL
2023-06-13,182.800003,184.149994,182.440002,183.309998,183.309998,54929100,AAPL
2023-06-14,183.369995,184.389999,182.020004,183.949997,183.949997,57462900,AAPL
2023-06-15,183.960007,186.520004,183.779999,186.009995,186.009995,65433200,AAPL
2023-06-16,186.729996,186.990005,184.270004,184.919998,184.919998,101235600,AAPL
2023-06-20,184.410004,186.100006,184.410004,185.009995,185.009995,49799100,AAPL
2023-06-21,184.899994,185.410004,182.589996,183.960007,183.960007,49515700,AAPL
2023-06-22,183.740005,187.050003,183.669998,187,187,51245300,AAPL
2023-06-23,185.550003,187.559998,185.009995,186.679993,186.679993,53079300,AAPL
2022-06-24,83.559998,87.529999,83.080002,87.080002,87.080002,88553900,AMD
2022-06-27,87.360001,88.220001,85.25,86.160004,86.160004,74663500,AMD
2022-06-28,85.709999,86.730003,80.43,80.779999,80.779999,95618600,AMD
2022-06-29,79.550003,79.75,76.510002,77.989998,77.989998,104140900,AMD
2022-06-30,77.730003,78.910004,75.480003,76.470001,76.470001,105368600,AMD
2022-07-01,75.190002,75.449997,72.690002,73.669998,73.669998,87734200,AMD
2022-07-05,71.980003,75.209999,71.599998,75.199997,75.199997,95589000,AMD
2022-07-06,75.169998,76.279999,73.550003,75.349998,75.349998,85458900,AMD
2022-07-07,77.190002,79.989998,76.900002,79.300003,79.300003,83640900,AMD
2022-07-08,78.309998,80.470001,77.400002,79.349998,79.349998,83405900,AMD
2022-07-11,77.849998,78.290001,75.839996,76.949997,76.949997,76150300,AMD
2022-07-12,76.980003,77.440002,74.43,76.360001,76.360001,77873200,AMD
2022-07-13,74.940002,79.110001,74.480003,77.519997,77.519997,79355000,AMD
2022-07-14,78.230003,79.25,76,78.599998,78.599998,83493600,AMD
2022-07-15,79.360001,81.199997,77.900002,81.110001,81.110001,76050600,AMD
2022-07-18,82.209999,84.470001,80.940002,81.43,81.43,90464300,AMD
2022-07-19,82.760002,86.410004,82.190002,85.879997,85.879997,85047500,AMD
2022-07-20,85.389999,89.919998,85.080002,89.43,89.43,88348600,AMD
2022-07-21,89.599998,91.580002,88.220001,91.089996,91.089996,90449300,AMD
2022-07-22,90.199997,90.690002,87.040001,88.099998,88.099998,76989700,AMD
2022-07-25,86.57,87.599998,85.120003,87.540001,87.540001,70083000,AMD
2022-07-26,87,87.75,84.709999,85.25,85.25,69180400,AMD
2022-07-27,86.940002,90.620003,86.290001,89.82,89.82,78301600,AMD
2022-07-28,90.419998,92.220001,88.589996,91.669998,91.669998,79009200,AMD
2022-07-29,90.699997,94.809998,90.559998,94.470001,94.470001,76630700,AMD
2022-08-01,95.589996,98.389999,93.959999,96.779999,96.779999,96477500,AMD
2022-08-02,95.709999,100.919998,95.360001,99.290001,99.290001,116734100,AMD
2022-08-03,94.830002,98.769997,93.620003,98.089996,98.089996,131142000,AMD
2022-08-04,97.5,104.589996,97.260002,103.910004,103.910004,125855800,AMD
2022-08-05,101.050003,103.860001,100.980003,102.309998,102.309998,93859900,AMD
2022-08-08,100.059998,101.800003,97.989998,100.07,100.07,92606800,AMD
2022-08-09,97.949997,98.050003,93.669998,95.540001,95.540001,89473700,AMD
2022-08-10,98.449997,99.349998,95.610001,99.050003,99.050003,83416100,AMD
2022-08-11,99.93,102.370003,98,98.120003,98.120003,77516900,AMD
2022-08-12,99.199997,101.400002,98.480003,100.830002,100.830002,72316300,AMD
2022-08-15,100.510002,101.849998,99.800003,101.010002,101.010002,61327100,AMD
2022-08-16,100.839996,101.449997,98.32,100.199997,100.199997,60220700,AMD
2022-08-17,99.260002,99.639999,96.730003,98.269997,98.269997,63735600,AMD
2022-08-18,97.739998,101.07,96.730003,100.440002,100.440002,76059500,AMD
2022-08-19,98.669998,99.25,94.589996,95.949997,95.949997,67221700,AMD
2022-08-22,94.400002,95.019997,92.360001,92.839996,92.839996,61837300,AMD
2022-08-23,92.389999,94.440002,92.110001,92.489998,92.489998,52927000,AMD
2022-08-24,92.209999,93.379997,90.900002,92.730003,92.730003,56520400,AMD
2022-08-25,93.139999,97.57,93.139999,97.18,97.18,61016200,AMD
2022-08-26,96.290001,97.599998,91.120003,91.18,91.18,65552500,AMD
2022-08-29,90.050003,91.190002,88.260002,88.489998,88.489998,61142500,AMD
2022-08-30,90.059998,90.150002,85.339996,86.940002,86.940002,69087100,AMD
2022-08-31,86.279999,86.720001,83.720001,84.870003,84.870003,64991700,AMD
2022-09-01,82.349998,82.760002,78.519997,82.330002,82.330002,94854700,AMD
2022-09-02,83.32,83.650002,79.809998,80.239998,80.239998,84924400,AMD
2022-09-06,80.410004,80.889999,78.370003,78.720001,78.720001,68727300,AMD
2022-09-07,79.239998,80.25,77.739998,79.610001,79.610001,67891200,AMD
2022-09-08,80.029999,83.449997,79.239998,82.779999,82.779999,89089300,AMD
2022-09-09,84.029999,85.68,83.839996,85.449997,85.449997,68907700,AMD
2022-09-12,84.889999,85.349998,83.459999,84.639999,84.639999,71922500,AMD
2022-09-13,80.959999,81.470001,76.800003,77.029999,77.029999,80921200,AMD
2022-09-14,77.099998,78.080002,75.870003,77.449997,77.449997,71483000,AMD
2022-09-15,76.639999,77.970001,74.910004,76.660004,76.660004,81818000,AMD
2022-09-16,75.620003,76.82,74.68,76.510002,76.510002,75300200,AMD
2022-09-19,75.389999,77.339996,75.349998,76.769997,76.769997,64966900,AMD
2022-09-20,76.080002,76.580002,74.730003,75.25,75.25,51129100,AMD
2022-09-21,75.440002,78.410004,74.449997,74.480003,74.480003,82069700,AMD
2022-09-22,73.889999,74.290001,69.169998,69.5,69.5,101436900,AMD
2022-09-23,68,69.080002,66.82,67.959999,67.959999,87690000,AMD
2022-09-26,67.870003,68.739998,66.25,66.300003,66.300003,82898700,AMD
2022-09-27,67.900002,68.779999,66,67.169998,67.169998,94871800,AMD
2022-09-28,67.110001,68.800003,66.559998,68.360001,68.360001,72389500,AMD
2022-09-29,67.150002,67.199997,62.830002,64.139999,64.139999,102552400,AMD
2022-09-30,63.619999,65.910004,63.34,63.360001,63.360001,81664100,AMD
2022-10-03,64.459999,66.910004,63.389999,66.110001,66.110001,83841600,AMD
